text,intent
Hola necesito resolver una consulta si compro un equipo en estado seminuevo este puede ser usado por otra compañia o es necesario hacer portabilidad,KGB_COMPRAREQUIPOMOVICL
Cancelar suscripcion movistar play,KGB_MODPASSMOVPLAY
Necesito el detalle de mi cuenta,DEUDA_FIJO_MOVIL
Necesito saber por que me estan cobrando 2 meses si pague,DEUDA_FIJO_MOVIL
di de baja mis productos de hogar y ala fecha siguen activados,VENTAS_C2C
Necesito saber si ya dieron fe baja el servivio,DEUDA_FIJO_MOVIL
Como puedo saber que paso con un celular que compre y no a llegado,KGB_DESPACHO
cual es el valor del roaming,KGB_CONTRROAMINGAPPMOVI
ya pague la cuenta y aun no llegan ni los minutos ni el 4 g,REINICIO_PLAN
Necesito saber mi numero de orden para hacer seguimiento de el servicio movil que contrate,KGB_CONOCERNUMEROASOCSERV
Como conocer el Numero de orden,COPIA_BOLETA_FIJO_MOVIL
quiero configurar mi router,KGB_RECOUSOBAINALAM
quiero rastrear mi celular,KGB_BLOQUEARCELIUPERDIROBO
Problemas con TV,KGB_MANUALES
necesito saber el consumo de mi prepago,KGB_DETALLEBOLSASPREPAGO
Hola buenas tardes quisiera que porfa me pueda orientar que debo hacer para cambiar un servicio domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
Hola necesito configurar mi control remoto technicolor,KGB_CONFCONTROLIPTV
y me dijo que a las 6 tenia que instalar el chip,KGB_USUARCHIPTRIPLECORTE
Hola buenas tardes usted m puede ayudar por por un equipo wifi,KGB_CONECTAWIFIBA
Como activo mi wifi movil,KGB_FUNCWIFIMOVIL
Hola llevo hace dias tratando de ver mi consumo de Internet y llamadas y me sale un mensaje de que no esta disponible la informacion ya me tienen chata lo mas probable es a fin de mes me potra empres,CONSUMO_DATOS_FIJO
Hola buenas tardes quisiera conocer mi estado de cuenta y saber cuanto debo y cuando debo pagar mi servicio de internet,KGB_CICLOS
Mi Internet esta muy malo,KGB_CELULARFALLANDO
internet fijo,KGB_MANUALESBAMOVI
Hola quisiera saber mi ultima boleta de Movistar hogar,COPIA_BOLETA_FIJO_MOVIL
Realize un pago de 13 000 la boleta de pago es,KGB_VENCIMIENTOCUENTA
hola me estan cobrando una deuda de 50mil peses,KGB_CICLOS
Quisiera saber cuando llegara mi telefono,KGB_DESPACHO
Verificar el rut que este asociado a mi cuenta,COPIA_BOLETA_FIJO_MOVIL
quiero saber cuanto stock tienen de un telefono,KGB_COMPRAREQUIPOMOVICL
Solo necesito saber si pago el dia 2 de diciembre me esperarian sim bloquear mi celular,KGB_COBROREPOSERVICIO
Hola quiero saber el consumo de datos que llevo,CONSUMO_MINUTOS_MOVIL
Hola mañana se me vence no boleta de mi celular Podrian darme plazo para poder pagar,KGB_PRORROGA
Necesito saber cuando debo pagar mi servicio de Internet mi numero de cliente es 228437143 Rut 26537827 7 Frank Guanipa,DEUDA_FIJO_MOVIL
como activo un chip,KGB_COMPRARCHIPMOVI
como activar un chip,KGB_USUARCHIPTRIPLECORTE
Hola El dia de ayer llame a servicio tecnico porque me encontraba sin internet hogar Se hizo una solicitud de servicio tecnico me entere hoy por mail y no vinieron a la casa durante la mañana,KGB_REVISARREPARACIONEQUIPO
quiero configurar mi router plus,KGB_RECOUSOBAINALAM
Tengo un pre plan q se activo ayer despues de recargar y hoy ya no tengo minutos,DETALLE_PLAN_FIJO_MOVIL
Page mi cuents en multicaja de valparaiso ahun no me habilitan mi telefono cuanto tiempo tengo que esperar para que me lo habiliten,REINICIO_PLAN
celular 991872207 deseo desactivar PLAN SEMANAL,KGB_SOLCAMBIPLAN
Activar mi plan,CONSUMO_MINUTOS_MOVIL
Hola necesito saber cual es el plan que tengo,REINICIO_PLAN
Ayer acepte una oferta para comprar un samsung a50,KGB_PRORROGA
pagar cuenta,KGB_LUGARPAGOMOVI
tengo salgo en mi plan por que lo Carahue,KGB_SOLCAMBIPLAN
necesito mi ultima boleta a pagar,DEUDA_FIJO_MOVIL
nesecito descargar mi boleta que tengo que pagar que vence el 09 12 2019,DEUDA_FIJO_MOVIL
te queria consultar sobre el roaming,KGB_CONTRROAMINGAPPMOVI
Tengo un plan con ustedes de telefono y no me salen minutos a fijo,REINICIO_PLAN
Hola tengo un problema con el chip muy seguido me aparece la leyendo tarjeta sim extraida y no me permite llamar ni recibir llamadas,KGB_COMPRARCHIPMOVI
Sabes yo tenia una deuda la pague ayer y el celular aun sigue bloquedo,REINICIO_PLAN
hola me gustaria ver el detalle de trafico del numero asociado a mi rut 999640596,KGB_DETALLERECARGASPREPAGO
Deuda,KGB_PRORROGA
necesito asistencia comercial,KGB_PRORROGA
Hola el mes pasado cancele mi plan de 6000 e infraccion la primera boleta ahora deberia ser igual pero me sale un total de mas de 20 mil pesos,COPIA_BOLETA_FIJO_MOVIL
Hola Necesito activar un chip movistar,KGB_ACTIVARPREPAGO
Quiero cancelar una factura pendiente pero al momento de ingresar numero de telefono me aparece que no esta pendiente,DEUDA_FIJO_MOVIL
Quiero pagar boleta de internet hogar Bruselas 2660 indepencia,KGB_QUIEROPAGAR
Necesito habilitar un telefono comprado en el comercio e,KGB_LIBREQUIPO
planes internet movil hogar,KGB_EQUIPODISPOWIFIMOVIL
plan wifi movil,KGB_EQUIPODISPOWIFIMOVIL
Necesito saber donde cresta llamo para q me arreglen el decodificador de tv,KGB_MANUALES
precio plan wifi movil,VENTAS_C2C
Necesito regularizar mi cuenta porque no la he podido pagar,DEUDA_FIJO_MOVIL
Me ha llegado el chip a casa,KGB_DESPACHO
Hacer algun convenios para pagar mi cuenta,DEUDA_FIJO_MOVIL
A que numero puedo llamar para dar de baja un plan,VENTAS_C2C
necesito ver otro plan de minutos,KGB_SOLCAMBIPLAN
QUIERO PAGAR,KGB_LUGARPAGOMOVI
Hola soy Pedro vera queria saber sobre mi plan y cuantos minutos tengo y cuantos me quedan para llamar,DETALLE_PLAN_FIJO_MOVIL
necesito obtener una copia de mi boleta de pago,KGB_VENCIMIENTOCUENTA
Como puedo llamar a servicio tecnico si me celular es de otra compañia,KGB_MARCARDENTRODECHILE
Tengo un plan l,KGB_SOLCAMBIPLAN
hola uisire saber precios de equipos para recambio soy cliente empresa,KGB_RECAMBIOEQUIPOMIVIONE
mi numero,KGB_BLOQUEOSELECTPLANESFIJO
Hola quiero analizar mi plan por el alto valor que estoy pagando,KGB_SOLCAMBIPLAN
mi wifi no funcione,KGB_CUANTOSEQUIPOSWIFI
NECESITO REALIZAR CAMBIO EN FECHA DE PAGO,KGB_CICLOS
necesito el numero de telefono de un chip de datos,KGB_CONOCERNUMEROASOCSERV
NUMERO A DONDE LLAMAR PARA CAMBIAR FECHA DE FACTURACION,KGB_CAMBIADATOSPERSONALESSV
Tengo deuda con ustedes como pago,DEUDA_FIJO_MOVIL
NECESITO MI NUMERO DE CLIENTE PARA PAGAR MI CUENTA,COPIA_BOLETA_FIJO_MOVIL
actualmente tengo un pack trio con ustedes el cual vence hoy existe alguna posibilidad de aplazar la fecha de pago al dia 30 por este mes,KGB_PRORROGA
Hola hace mas de un mes que el cable esta cortado y estoy sin conexion de telefono fijo e internet en mi hogar,CONSUMO_DATOS_FIJO
Comprar un nuevo control remoto,VENTAS_C2C
como hago para contratar minutos de datos moviles,VENTAS_C2C
MI equipo aun no llega,KGB_DESPACHO
necesito ultima boleta,DEUDA_FIJO_MOVIL
Perdi mi simcard,KGB_COMPRARCHIPMOVI
Datos de mi cuenta,KGB_CAMBIADATOSPERSONALESSV
cuento con un plan trio,KGB_SOLCAMBIPLAN
Hola tengo internet hogar mi problema q me cortaron el ineterner cadi un me mande el numero de las voletas q estaba canselado me dijeron me darian enñl interner en en trascurso del dia me duro tres y,KGB_CICLOS
Hola mire hoy en el dia me porte a movistar y contrate un plan pero lo que pasa es que yo el chip lo pedi si es que me lo podian entregar el jueves de la otra semana,KGB_MOVIL
Reparacion de mi telefono fijo,KGB_TELEFONIAINALAMOVI
necesito dar de baja un canal,KGB_DESCONTRATARCANALES
quiero saber cual es el numero de telefono asociado a mi cuenta de internet hogar La idreccion es tupungato 9931 dpto 302 vitacura,DEUDA_FIJO_MOVIL
Nesecito saber el numero de orden de una portabilidad,KGB_DESPACHO
Necesito hacer portabilidad,KGB_MOVIL
Tengo problemas con mi tv,KGB_MANUALES
Quisiera saber cuantos meses tiene mi plan,KGB_SOLCAMBIPLAN
Como se paga en linea,KGB_LUGARPAGOMOVI
No encuentro la forma de pagar en linea,KGB_LUGARPAGOMOVI
hola estoy intentando pagar mi cuenta online pero no tengo el numero ya que siempre pago con el rut,KGB_CONOCERNUMEROASOCSERV
Necesito hacer una recarga a otro numero y me dice que ese numero no es prepago,KGB_CONOCERNUMEROASOCSERV
Hola buenas tengo un problema para realizar recargar a mi numero de celular quisiera saber porque,KGB_DETALLERECARGASPREPAGO
problema con mi recarga en linea,KGB_RECARGAONLINE
hola no me llego la cuenta como puedo pagar,COPIA_BOLETA_FIJO_MOVIL
Hola acabo de comprar un chip Movistar y no me deja activarlo,KGB_ACTIVARPREPAGO
Hola tengo problemas con el Internet de mi dwptp,KGB_RECOUSOBAINALAM
Compre un chip prepago pero no puedo navegar con los 2gb que traia el chip,KGB_USUARCHIPTRIPLECORTE
Quisiera ver como puedo renovar un equipo,KGB_RECAMBIOEQUIPOMIVIONE
Quiero saber si se cancelo mi cuenta,DEUDA_FIJO_MOVIL
Quiero hacer una recarga y tampoco puedo recargar,CONSULTA_SOS
me porte a movistar y no puedo activar el chip,KGB_MOVIL
activar el chip portabilidad,KGB_ACTIVARPREPAGO
como puedo ver el plan que tengo,CONSUMO_MINUTOS_MOVIL
Boleta deuda todo,COPIA_BOLETA_FIJO_MOVIL
Es un chip con plan,KGB_ACTIVARPREPAGO
Deuda,KGB_QUIEROPAGAR
Hola tengo un prepago y mensualmente recargo para un preplan resultado que ahora estaba intentando recargar mi celular y me dice que mi equipo no es prepago y no puedo realizar la accion Que puedo,KGB_RECARGAONLINE
Hola tengo prepago pero no puedo hacer recarga a mi numero,KGB_CONOCERNUMEROASOCSERV
Holaa Mandame mi ultima boleta por favor,DEUDA_FIJO_MOVIL
mi numero es 983769620 me cambie de plan recientemente,REINICIO_PLAN
Servicio tecnico tv,KGB_REVISARREPARACIONEQUIPO
Se realizo una recarga a telefono fijo linea economica,KGB_RECARGAONLINE
Tanta burocracia para pagar,KGB_LUGARPAGOMOVI
Hoy cancele mi plan y no me activan ni los datos ni los minutos,CONSUMO_MINUTOS_MOVIL
Consulta Tenemos contratado tripac tvcable internet y telefonia fija pero sin servicio desde hace tiempo mas de dos años por cuentas impagas,KGB_COBROREPOSERVICIO
Hola buenas noches eh adquirido un chip movistar por portabilidad y necesito activarlo como lo hago,KGB_REVPORTAPREPAGO
Quiero saber como puedo corroborar los datos moviles me dice que tengo gastado 20 y tantos y en otra parte me dice 11 no e tiendo,CONSUMO_DATOS_MOVIL
no puedo pagar mi cuenta,COPIA_BOLETA_FIJO_MOVIL
necesito pagar mi boleta pero no me acuerdo el numero,COPIA_BOLETA_FIJO_MOVIL
SOLICITO UNA PRORROGA DE PAGO,KGB_CICLOS
Mira yo contrate internet y telvision en mi casa pero el plan era de 38990 mas 4 deco que salen 2990 cada uno y ahora voy a ver mi boleta sale que debo 62 y algo,KGB_CICLOS
Contrate su plan hace 2 dias con el mismo numero pero el chip aun no se activa,KGB_USUARCHIPTRIPLECORTE
Hola me cortaron el telefono pero lo pague el 4 11,DEUDA_FIJO_MOVIL
Hola buenos dias tienen en stock el iphone 8 space gray de 64GB por 366 000 con 44 dcto como aparece en la pagina porque lo quiero,KGB_COMPRAREQUIPOMOVICL
pague mi cuenta el 4 11 y me cortaron el telefonos,COPIA_BOLETA_FIJO_MOVIL
Hola quiero contratar roaming,KGB_CONTRROAMINGAPPMOVI
movistar one,KGB_RECAMBIOEQUIPOMIVIONE
soy cliente movistar one,KGB_RECAMBIOEQUIPOMIVIONE
Cuando se reestablecera el servicio de coneccion en Pudahuel sur,KGB_COBROREPOSERVICIO
buenos dias por favor si me puede ayudar necesito hacer el pago de una cuenta de telefonia movil lo que he hecho por internet todos los meses y en esta oportunidad no ha sido posible pagar,KGB_LUGARPAGOMOVI
necesito saber que incluye mi plan 942600269,KGB_SOLCAMBIPLAN
bloqueo horarios internet,KGB_MANUALESBAMOVI
necesito me haga llegar la cuenta q acabo de pagar tel 222794436 a correo jogomru gmail com,COPIA_BOLETA_FIJO_MOVIL
Necesito saber si mi celular ya esta en la sucursal para poder ir a retirarlo orden de trabajo es la 6066670,KGB_DESPACHO
Queria saber si yo puedo bloquear Las llamadas de un numero,KGB_BLOQUEAR700
Hola ayer me llego un msj que el despacho d los chip estaba listo que ya venian y aun no llegan,KGB_DESPACHO
Buenos dias quiero saber por que el servicio del numero 322955283 aun aparece sin tono,KGB_COBROREPOSERVICIO
hola tengo problemas con mi Wifi movil,KGB_FUNCWIFIMOVIL
quiero cerrar el plan,KGB_SOLCAMBIPLAN
quiero ver mi cuenta del mes de noviembre,COPIA_BOLETA_FIJO_MOVIL
hola quisiera saber si tienen promociones de portabilidad con equipo,KGB_MOVIL
Necesito poner el numero de orden de reclamo,KGB_DESPACHO
quiero coordinar una entrega de chip y equipos a mi domicilio por una portabilidad,KGB_REVPORTAPREPAGO
Hola tengo plan en movistar y me gustaria saber si puedo cambiar mi numero de telefono,KGB_CAMBIONUMTELEFONO
Me gustaria desconectar un servicio que me estan cobrando y nunca solicite,KGB_SOLCAMBIPLAN
Hola como activar una nueva linea,KGB_CONTDESASERVSV
Hola buenas tardes quisiera pedir ultima boleta,DEUDA_FIJO_MOVIL
Ultima boleta,KGB_PRORROGA
Me bloquaron el numero,KGB_BLOQUEARCELIUPERDIROBO
Como hago seguimiento a la renovacion de mi equipo,KGB_DESPACHO
internet en chañaral hoy,CONSUMO_DATOS_FIJO
ayer hice una compra por internet y necesito el numero de orden y,KGB_DESPACHO
ya inscribi mi imei,KGB_CONCERBANDECELU
Mi deuda,KGB_PRORROGA
Quiero el numero para poder pagar la cuenta wifi hogar mi rut17 495 088 1,DEUDA_FIJO_MOVIL
Me llego mi chip para la portabilidad,KGB_REVPORTAPREPAGO
Quiero mi ultima boleta,DEUDA_FIJO_MOVIL
el canal cdf se puede bajar de mi servicio,KGB_DESCONTRATARCANALES
Hola hoy di de baja el tripack por mala señal yo soy la titular Maria Teresa Rivas Talamilla rut 90010565,KGB_CAMBIARLINEA
Pague una cuenta atrasada el dia de ayer y aun aparezco con deuda y no me activan los servicios,DEUDA_FIJO_MOVIL
Compre un celular y aun no me llega,KGB_DESPACHO
esta mala mi sim,CONSUMO_DATOS_MOVIL
Puedes ver el estado de la cuenta Es un nro que se usa poco y quizas esta bloqueado,KGB_COBROREPOSERVICIO
Saldo de cargo a facturacion,CONSUMO_MINUTOS_MOVIL
debian enviarme un chip a mi doicilio,KGB_DESPACHO
envio de chip a domicilio,KGB_DESPACHO
me enviaron un chip,KGB_DESPACHO
Cuanto debo,CONSUMO_MINUTOS_MOVIL
recargue mi celular con 1 500 para que se activara mi promocion llamo y dice que mi servicio esta supendido por que no he recargo y acabo de recargar 1 500,KGB_DETALLERECARGASPREPAGO
Pedir un equipo si soy d otra compañia,KGB_LIBREQUIPO
Como hago una recarga a mi nunero,REINICIO_PLAN
Hola quiero saber en que sucursal de Maipu puedo retirar un nuevo chip,KGB_COMPRARCHIPMOVI
necesito mi numero telefonico,KGB_CONOCERNUMEROASOCSERV
como pago una cuenta antigua vencida,DEUDA_FIJO_MOVIL
No puedo atabal el chip con plan,KGB_ACTIVARPREPAGO
Hola al contratar un pasaporte roaming puedo compartir datos,KGB_USARCELUFUERACHILE
Sabe queria si me podia ayudar se me pasa cayendo dl internet,CONSUMO_DATOS_MOVIL
Hola el internet me funciona super mal,CONSUMO_DATOS_MOVIL
movistar play,KGB_QUEESMOVISTARPLAY
Tengo un poblema con el chip,KGB_ACTIVARPREPAGO
Mira lo que pasa q contrate el fox sports Premium y los demas canales se birray al llegar se me borraron to,KGB_CANALFAVDSI
Porque se me borraron todos los otros canales,REINICIO_PLAN
Me puedes dar mi numero de orden de trabajo,KGB_CONOCERNUMEROASOCSERV
Quiero saber como puedo hacer el seguimiento de mi telefono,KGB_DESPACHO
Como activar chip plan,KGB_USUARCHIPTRIPLECORTE
mi plan es xl quisiera saber si cuenta con el beneficio de rouming gratuito,DETALLE_PLAN_FIJO_MOVIL
necesito saber por que mi plan no se ha restaurado despues de pagar toda la deuda de mi telefono,REINICIO_PLAN
Necesito saber cual es mi numero de de cuenta de internet hogar,KGB_CONOCERNUMEROASOCSERV
Mi celular no carga puedo mandarlo al servicio tecnico de Movistar,KGB_CELULARFALLANDO
tengo plan y quiero saber mi deuda para renovar mi equipo,DETALLE_PLAN_FIJO_MOVIL
me gustaria saber cuantas cuotas me quedan de mi equipo,DEUDA_FIJO_MOVIL
hola necesito saber si mi plan fue activado porfavor,REINICIO_PLAN
compre un telefono sony a ustedes y lo quiero liberar para uso en el extranjero,KGB_USARCELUFUERACHILE
Para saber cuanto me falta para terminar de pagar un equipo,KGB_COBROREPOSERVICIO
Cuanto me falta por pagar,KGB_QUIEROPAGAR
Hola Tengo mucha lentitud en mi internet,CONSUMO_DATOS_FIJO
Hola queria saber porque mi boleta esta saliendo a un ofreci que no es el costo de mi plan seguro mi plan es 6990 si no me equivoco y me estan facturando mas de 8mil pesos,KGB_SOLCAMBIPLAN
Ayer realice una recarga de 2 500 y aun no me llega y ya es segunda vez que me pasa esto,KGB_MARCARDENTRODECHILE
quiero restituir el dinero que se me puso demas tengo la voleta del negocio y hay una equivocaccion,KGB_DETALLERECARGASPREPAGO
quiero dar de baja mi plan,DETALLE_PLAN_FIJO_MOVIL
Se recibio una llamada al telefono fijo de una deuda y ese telefono es con recarga,DEUDA_FIJO_MOVIL
Hola quisiera pagar mi boleta asociada a mi numero pero mi hermana q es la titular tiene una deuda en su cuenta y por ende en la pagina no me permiten hacer solo minpago sino que ambos,KGB_LUGARPAGOMOVI
Pagar mi cuenta,KGB_PRORROGA
Necesito cambiarme a fibra opti a,KGB_CUANTOSEQUIPOSWIFI
Configuracion de router fibra optica,KGB_FACTIBILIDAD
Hola soy Laura tengo un problema resulta que se me cayo el espejo y golpeo el enchufe del decodificador y se quebro la patita,KGB_COBROREPOSERVICIO
Yo pague mi boleta pero dice pago anulado y quiero saber porque,KGB_COBROREPOSERVICIO
necesito modificar mi contrato de internet hogar por uno mas economico,VENTAS_C2C
quiero comunicarme con movistar en forma telefonica desde mi cdlular won,KGB_MARCARDENTRODECHILE
No me deja activar el chip desde el 105,KGB_USUARCHIPTRIPLECORTE
Como activar el pin que me dan en el chip,KGB_USUARCHIPTRIPLECORTE
Necesito saber cuanto se demora en reactivar la conexion de wifi despues de pagar,KGB_COBROREPOSERVICIO
portabilidad,KGB_MOVIL
portabilidad con equipo,KGB_RECAMBIOEQUIPOMIVIONE
Hola Tengo un problema con mi celular,KGB_CELULARFALLANDO
Contrate un plan y el chip no me funciona,KGB_ACTIVARPREPAGO
Hola no puedo conectarme a Movistar play,KGB_INGPASSPAREN
contrate canal Fox Sport Premiun y no ha llegado,KGB_CANALTV
quiero que me vengan a dar el cable,KGB_COBROREPOSERVICIO
Quiero hacer un acuerdo de pago,KGB_PRORROGA
Hola Ise Una portabilidad Puse el chip Hoy alas 00 hrs Me diguieron que venia con Llamadas Y internet,REINICIO_PLAN
Hola contrate un plan potabilidad en movistar y me tenia que llegar el chip a domicilio y me llego un mensaje diciendo que se intentaron contactar conmigo y que llamara a un numero el cual me sale qu,KGB_CAMBIARDOMICILIOSERVFIJO
Necesito hacer un recambio de equipo a que sucursal puedo dirigirme vivo en Quilicura,KGB_RECAMBIOEQUIPOMIVIONE
Quiero cambiar mi plan de Movistar play,KGB_SOLCAMBIPLAN
Hola Ise una portabilidad A movistar Desde cuando Tendre Los minuro en llamada Y los gigas A cuanto es lo que tengo que esperar Al aver puesto el chip Que me enviaron deede su compañia,REINICIO_PLAN
Y aun no se habilitan los canales,KGB_CANALTV
Hola me gustaria saber que necesito para portarme,KGB_MOVIL
Hola para contratar un canal como se hace y como ver valores,KGB_CANALTV
Hola quiero cambiar de plan,VENTAS_C2C
Cambio de plan,VENTAS_C2C
Como puedo registrar mi telefono para ocupar aqui en chiCh,KGB_REGISTRARSV
Quiero bloquear mi chip,KGB_BLOQUEARCELIUPERDIROBO
En que sitio web puedo registrar mi celular,KGB_CELUEXTRANJERO
Banda ancha hogar en region de Aysen,KGB_CONCERBANDECELU
Quiero saber por uqe me sale tan caro el plan hogar que tengo,KGB_SOLCAMBIPLAN
Se cae el internet,CONSUMO_DATOS_FIJO
perdi mi movil,KGB_BLOQUEARCELIUPERDIROBO
Necesito pagar el recibo de movistar Tv por Internet con targeta a donde entro,DEUDA_FIJO_MOVIL
recien realice una recarga al numero 941882560 me puedes decir que se hace despues lo relaice por internet,KGB_DETALLERECARGASPREPAGO
Al igual de ngresar Movistar play el usuario es el,KGB_ACTMOVPLAY
Se ingresa con el rut o correo electronico a Movistar play,KGB_ACTMOVPLAY
Ingreso con el rut o correo a Movistar play,KGB_RECAMBIOEQUIPOMIVIONE
Compre una bolsa de internet y aun no se activa,KGB_DETALLERECARGASPREPAGO
Como puedo saber cuanto saldo me queda,CONSUMO_MINUTOS_MOVIL
Necesito ingresar al Movistar play,KGB_QUEESMOVISTARPLAY
La tarjeta de mi Deco sale caududaca,KGB_MANUALES
Numero de telefono,KGB_CONOCERNUMEROASOCSERV
Necesito obtener mi ultima boleta pago fijo,KGB_QUIEROPAGAR
Necesito saber porque no tengo internet,CONSUMO_DATOS_FIJO
Consumo,CONSUMO_DATOS_MOVIL
quiero cancelar un canal,KGB_DESCONTRATARCANALES
Hola Quiero saber si venden pantallas de celular en la sucursal,KGB_COMPRAREQUIPOMOVICL
Quiero pagar mi internet hogar,KGB_QUIEROPAGAR
Hola necesito bloquear chip y telefono,KGB_BLOQUEARCELIUPERDIROBO
Chat,VENTAS_C2C
chat,VENTAS_C2C
quiero dar de baja mi plan movistar,KGB_SOLCAMBIPLAN
Hola soy cliente Movistar tengo TV cable en internet pero me gustaria saber si puedo obtener un telefono por Movistar o que debo hacer,KGB_MOVIL
necesito pagar en linea y me sale sin deuda rut 102162021,KGB_LUGARPAGOMOVI
Hola me puede dar la informacion de fecha de pago,KGB_VENCIMIENTOCUENTA
minutos de mi plan,REINICIO_PLAN
minutos de mi plan,REINICIO_PLAN
Necesito activar este chip en mi telefono antiguamente lo usaba en un modem para tener Internet en el computador,KGB_COMPRARCHIPMOVI
Ultima boleta,KGB_VENCIMIENTOCUENTA
Hola sabe que no puedo usar mis datos moviles no me aparece el 4g,KGB_4GLTE
que puedo hacer si robaron mi telefono,KGB_APLICOSERMOVI
Tengo plan en movistar y no me aparece el 4g solo una h en mi interney,KGB_4GLTE
que hacer si robaron mi telefono,KGB_APLICOSERMOVI
puedo encontrat mi telfono,KGB_BLOQUEARCELIUPERDIROBO
No me funcionan mis datos moviles de 4g como lo hago para que me funcione,KGB_4GLTE
Tengo Mala señal,KGB_REPETIDORWIFI
necesito comprar un bolsa libre,KGB_BOLSAWIFIMOVIL
Tengo solo internet con fibra de un total a pagar de 18 mil y fraccion,KGB_MARCARDENTRODECHILE
Hola necesito descontratar un canal,KGB_DESCONTRATARCANALES
mi consulta es que soy cliente y tengo un cel motorola g7 powery hoy me sente sobre el y se quebro la pantalla,KGB_APLICOSEGUROACCIDENTE
Hola Buenas tardes quisiera saber como puedo bajarle el monto a mi plaz,REINICIO_PLAN
Problema con fibra optica,DETALLE_PLAN_FIJO_MOVIL
que hacer si robaron mi telefono,KGB_APLICOSERMOVI
Hola realice una recarga y no aparece el saldo,KGB_SALDOSOSAPPMOVI
Quiero subir mi plan,KGB_SOLCAMBIPLAN
movistar one,KGB_RECAMBIOEQUIPOMIVIONE
Configuracion de telefono,KGB_MANUALES
movistar one,KGB_QUEESMOVISTARPLAY
movistar one,KGB_QUEESMOVISTARPLAY
Acabo de pagar el telefono de mi hijo y aun no le activan el plan,KGB_COBROREPOSERVICIO
quiero saber el servicio asociado a una cuenta financiera,KGB_CONOCERNUMEROASOCSERV
hlla necesito saber la fecha de inicio de mi plan,KGB_SOLCAMBIPLAN
necesito el estado de cuenta de mi red fija del mes de octubre,COPIA_BOLETA_FIJO_MOVIL
Pasaporte roaming,CONSUMO_MINUTOS_MOVIL
Recargas,KGB_RECARGAONLINE
Que me cobren en la boleta una recarga,KGB_PRORROGA
Necesito compartir gigas con otra linea,KGB_CAMBIARLINEA
Quiera el numero para llamar al servicio al cliente soy compañia wom desde mi celular,KGB_MARCARDENTRODECHILE
Necesito una prorroga para pagar,KGB_QUIEROPAGAR
Hola me gustaria saber si tienen factibilidad de fibra optica en saladillo puente alto,KGB_SOLCAMBIPLAN
Hola necesito saber sobre el estado de mi contratacion,KGB_DESPACHO
Hola quisiera pagar,DEUDA_FIJO_MOVIL
Quiero reclamar,CONSUMO_MINUTOS_MOVIL
Quiero ver mi ultima boleta ya que me estan cobrando otra linea,KGB_PRORROGA
cuando volvera mi señal ya la pague,REINICIO_PLAN
Necesito ver el estado de mi plan controlado,CONSUMO_MINUTOS_MOVIL
tengo un problema con mi cuenta Realice un pago de la cuenta a traves de la aplicacion,DEUDA_FIJO_MOVIL
hola quiero un descuento de plan fijo,KGB_SOLCAMBIPLAN
Hola mi nombre es gisela lo que pasa que a mi me cargan mi plan los 21 y hoy es 25 y todavia no me lo cargan,KGB_CICLOS
necesito ver el detalle de un pago,COPIA_BOLETA_FIJO_MOVIL
ya fue bloqueado el numero por robo ahora como obtengo un nuevo chip,KGB_COMPRARCHIPMOVI
Pago cuenta,DEUDA_FIJO_MOVIL
Pago atrasado,KGB_PRORROGA
Deuda atrasada,KGB_QUIEROPAGAR
Boleta,KGB_VENCIMIENTOCUENTA
acabo de recibir una llamda de no se quien por solicitud de moveistar porque tengo una deuda pendiente,DEUDA_FIJO_MOVIL
Me porte a movistar ayer y dice el chip que tiene problemas hoy lo cambie en la manana y no tengo senal ni puedo hacer llamadas,KGB_COMPRARCHIPMOVI
me gustaria saber si tengo algun saldo pendiente de pago,DEUDA_FIJO_MOVIL
se me cayo mi telefono y se rompio,KGB_APLICOSEGUROACCIDENTE
DEUDA,KGB_QUIEROPAGAR
Pague ayer mi deuda y aun no me ha llegado el Internet,REINICIO_PLAN
quisiera saber si mi linea movil esta cerrada o quedo abierta,DEUDA_FIJO_MOVIL
necesito contratar un equipo,KGB_COMPRAREQUIPOMOVICL
hoy hice una carga en el celular,KGB_LIBREQUIPO
necesito saber el detalle de mi boleta anterior,DETALLE_PLAN_FIJO_MOVIL
mi celular no carga y aun lo estoy pagando,KGB_CELULARFALLANDO
en una sucursal Vi una imagen de llevar iPhone 387 000 valor inicial,KGB_COMPRAREQUIPOMOVICL
puedo mandarlo al servicio tecnico sin boleta,KGB_COBROREPOSERVICIO
Es por un plan qe contrate,KGB_SOLCAMBIPLAN
Hola solo clientes de Movistar y tenemos television por fibra optica Necesito cancelar una suscripcion a CDF premium que hicimos en septiembre de este año como lo hago,KGB_DESCONTRATARCANALES
hola compre un chip nuevo prepao ya que mi chip comenzo a tener mal funcionamiento y luego murio Me gustaria ver como puedo hacer para poner mi numero en el chip nuevo que compre,KGB_CAMBIONUMTELEFONO
como mantener mi numero en un nuevo chip porque el anterior dejo de funcionar,KGB_ACTIVARPREPAGO
pagar deuda,DEUDA_FIJO_MOVIL
recuperar numero por cambio de chip,KGB_ACTIVARPREPAGO
Hola me gustaria pedir un nuevo decodificador ya que uno de los que tenia simplemente fallo,KGB_FUNCBASICADECO
Si tengo pago pendiente,DEUDA_FIJO_MOVIL
tengo plan empresa no a llegado la fatura quisiera saber si el servicio esta cancelado o con deuda,KGB_CICLOS
