text,intent
quiero renovar mis equipos,Ninguna
necesito ver factibilidad de servicios para triple pack,Ninguna
por que mi direccion no tiene factibilidad siendo que el numeral de al lado si tiene factibilidad segun su pagina,Ninguna
Hola quiero saber el estado de servicio de una cuenta,Ninguna
Hola Mi nombre es Liliana Lagos y tengo problemas con mi telefono me indica que telefono no permitido y solo llamadas de emergencia,Ninguna
Recargue mi pre plan y no me deja comprar bolsas de datos,Ninguna
necesito cambiar mi equipo pero mantener el nuemro,Ninguna
Hola me puedes enviar mi ultima boleta a mi correo mcruz pozos cl,Ninguna
como cambiar el numero de telefono donde llaman para conranza,Ninguna
Es posible mutarclinea fija movistar a mobil l,Ninguna
Es sobre el monto de la cuenta,Ninguna
No tengo contraseña,Ninguna
quisera ver las tarifas que tiene asociada el numero de telefono 953379640,Ninguna
cancele mis planes pero me estan cobrando igual,Ninguna
Hola quiero saber como me comunico con la empresa de loguistica q me entregara un celular en arica,Ninguna
Lo q pasa es q mañana se me acaban mis vacaciones y no estare para recibir el celu entonces quiero saber q empresa es para ir yo personalmente a buscarlo,Ninguna
yo era usuaria de movistar hasta hace un par de meses y necesito una boleta de hace año para demostrar antiguedad en mi comuna,Ninguna
Deuda del movil,Ninguna
como cambiar los datos de contacto,Ninguna
no puedo entrar a la sucursal virtual,Ninguna
Hice portabilidad me cambie a otra compañia,Ninguna
realice la baja de mi servicio TV y aun no se hace efectivo,Ninguna
4000078361 despacho de un celular,Ninguna
la solicitud numero 2688975 en que estado esta,Ninguna
Pasa q me cambie de compañia por un tema solo de planes y pague mi ultima boleta pasa q yo pretendia seguir pagando el aparato y ahora ya a un mes me lo blokearon,Ninguna
Quiero saber sobre las cuotas del equipo,Ninguna
la solicitud numero 2688975 en que estado esta,Ninguna
la solicitud numero 2688975 en que estado esta,Ninguna
la solicitud numero 2688975 en que estado esta,Ninguna
Nesecito que me envien las boletas de mi plan movil,Ninguna
Hola necesito saber como puedo hacerlo para el cambio de equipo de ciudad,Ninguna
Nesecito que me envien las boletas de mi plan movil,Ninguna
Me dejo de funcionar uno de los routers de internet en mi dpto,Ninguna
favor explicar por que tanta deuda,Ninguna
renuncie a fox y cdf y sale igual en la cuenta,Ninguna
hola necesito pagar cuentas BAM asociadas a la municipalidad de La Ligua,Ninguna
Dame un numero de relefino,Ninguna
cuando contrate el servicio fue banda ancha ilimitada,Ninguna
Necesito un chip nuevo,Ninguna
Tu no puedes ayudarme necesito llamar a un ejecutivo,Ninguna
quiero solicitar un equipo,Ninguna
Tengo dudas con mi boleta,Ninguna
sabes que pasa si me vienen a dejar un aparato con pie inicial 20 mil pesos y aun no pago,Ninguna
A mi me hicieron un despacho,Ninguna
me indicaron que me iba a llegar un codigo a mi telefono para retirar un equipo en suc y aun no lo hacen,Ninguna
necesito hablar con 1operador urgente me pueden dar 1numero de atencion telefonica por favor,Ninguna
necesito solicitar un chip por robo,Ninguna
Necesito cancelar el plan que mantengo,Ninguna
LA CUENTA MAL Y NO PASO POR PAGO AUTOMATICO,Ninguna
Hola necesito saber si para pagar mi boleta en una caja vecina o servipag debo dictar solo mi rut,Ninguna
Cancelar el plan,Ninguna
escribo porque no tengo red de internet,Ninguna
no puedo pagar la deuda que tengo,Ninguna
Cobro de un seguro,Ninguna
Numero de contacto para reclamos,Ninguna
estoy intentando solicitar una prorroga para 2 de mis telefonos pero no puedo hacer,Ninguna
Como activo el cable la tarjeta caduco,Ninguna
Quiero llamar al servicio al cliente,Ninguna
Me da el numero,Ninguna
porque se me cambio de plan sin mi consentimiento,Ninguna
Al comunicarme con el 105 no saben entregarme motivo por el cual se han demorado ni cuando podran entregar el equipo,Ninguna
Quiero saber el estado del despacho de un equipo comprado en Movistar cl,Ninguna
cuando me va a ayudar,Ninguna
hola buenas tardes cancele un servicio de internet hogar el Ems pasado y aun asi me enviaron la boleta de cobro este mes,Ninguna
bloqueo por imei,Ninguna
necesito revisar mi cuenta telefonica,Ninguna
sobre el alza de mi plan,Ninguna
hola bvuenas tardes me robaron mi equipo,Ninguna
quiero bloquear el imei,Ninguna
es el internet de el n anteriormente escrito,Ninguna
te cuento que el dia 22 11 2019 solicite la baja del internet del n mencionado,Ninguna
Necesito saber el poque aun no dan de baja de internet al n 225270303,Ninguna
di de baja el servicio telefonico en el mes de julio y aun lo cobran se mantuvo el internet,Ninguna
que me respondan el porque aun no dan de baja el N 225270303,Ninguna
hola sabe que queria hacer una consulta el 13 de noviembre me portaron a movistar y todavia no se activa el chip J,Ninguna
Necesito que me respondan el porque aun no dan de baja el Internet del n 225270303,Ninguna
cuando se va activar el chip,Ninguna
Hola ayer recargue mi celular para comprar un juego pero me sale que mi servicio esta suspendido,Ninguna
lo que pasa qu el chip es con portabilidad estaba en virgin y me cambie a movistar,Ninguna
necesito comunicarme con un ejecutivo de cuenta,Ninguna
necesito comunicarme con un ejecutivo de cuenta,Ninguna
Hola ayer llame por telefono para ver si me daban alguna solucion o algun beneficio por los años de servicios y responsabilidad de pagar todo al dia tenia un plan de 14 990 con 35 gb y 700 min,Ninguna
Tengo un plan que incluye la compra de mi telefono en cuotas Quiero saber si podria portarme a otra compañia pagando esas cuotas y quedando sin deuda,Ninguna
Tengo un plan que incluye la compra de mi telefono en cuotas Quiero saber si podria portarme a otra compañia pagando esas cuotas y quedando sin deuda,Ninguna
Tengo un plan que incluye la compra de mi telefono en cuotas Quiero saber si podria portarme a otra compañia pagando esas cuotas y quedando sin deuda,Ninguna
Tengo un plan que incluye la compra de mi telefono en cuotas Quiero saber si podria portarme a otra compañia pagando esas cuotas y quedando sin deuda,Ninguna
REPOSICION DE SERVICIO,Ninguna
REPOSICION,Ninguna
INTERNET,Ninguna
NUMERO,Ninguna
Rechazo de un chip sin uso y ya me cobraron la primera boleta,Ninguna
Anular un plan,Ninguna
queria averiguar sobre control parental para celulares,Ninguna
Se desconfiguro el decodificador,Ninguna
Decodificador no funciona,Ninguna
en cuanto tiempo despachan las compras por internet,Ninguna
ventas por internet,Ninguna
Con una recarga,Ninguna
Realice una recarga la cual no se hiso,Ninguna
mira tengo una cuenta vencida de movistar de hace meses,Ninguna
me bloquearon el imei del equipo por mora pero ya pague la cuenta cuanto tiempo se mora en desbloquear,Ninguna
Hola mi servicio de internet no funciona,Ninguna
Quiero dar de baja un producto,Ninguna
Hola mi deco no enciende,Ninguna
Tengo deuda pendiente,Ninguna
Quiero saber que pasa con mis llamadas en la mañana fui a movistar la cisterna y me ingresaron un reclamo solo se arreglo el Internet,Ninguna
el pago de este mes quiero el detalle,Ninguna
Ayer pague el Internet y aun no me lo han dado,Ninguna
Hola buenas tardes puedo usar este medio para reclamos de internet hogar,Ninguna
Servicio tecnico,Ninguna
me estan cobrando una cuenta que no corresponde,Ninguna
hola quisiera que me ayudaras sabes mi cuenta telefonica viene con saldo anterior el cual lo cancele el dia 18 11 2019,Ninguna
llevo una semana sin internet hogar,Ninguna
Hola no puedo realizar ninguna llamada y no tengo internet,Ninguna
Hola El sabado 23 11 compre un equipo liberado en la sucursal del mall plaza norte y no me entregaron boleta señalando que me la enviarian a mi correo electronico pero aun no he recibido el documen,Ninguna
contrate un plan de internet y television,Ninguna
Hola quisiera saber si ya termine de pagar el costo del equipo,Ninguna
NECESITO QUE ME CONTACTEN,Ninguna
Ola lo que pasa es que aun no me vienen a dejar un chip,Ninguna
Tengo problemas con internet,Ninguna
Necesito informacion de mi numero fijo 25565292,Ninguna
Ola cuanto se demoran en llegar un chip a domicio,Ninguna
Ola me porte a movistar y aun no obtengo mi chip,Ninguna
QUIERO UN EJEC COMERCIAL,Ninguna
QUIERO CONTRATAR UN DUO HOGAR AHJORA,Ninguna
Hola buenas quisiera consultar por el iPhone 11 Green para comprar en tienda fisica en la ciudad de Chillan Region de Ñuble,Ninguna
Hola me han cobrado un cargo 2 veces en una boleta Como hago el reclamo para que me eliminen el cobro,Ninguna
solicitud de instalacion de internet,Ninguna
Reparacion hogar,Ninguna
me di de baja,Ninguna
y me enviaron factura,Ninguna
Que quiero pagar mi cueta de internet hogar y me pide un numero,Ninguna
necesito dar de baja la television satelital,Ninguna
Hola porque no puedo activar MOvistar Play,Ninguna
Como activo mi cuenta de movistar play,Ninguna
Que esta cuando compre el celular salia que era el despacho en dos dias y al ver el seguimiento de Lana compra aun ni se prepara el producto para ser despachado,Ninguna
Pedi una reubicacion de servicio pero el tecnico todavia no se dirige a mi casa a poner conexion,Ninguna
Necesito reponer el servicio de Internet de mi hogar,Ninguna
Reposicion del servicio,Ninguna
Quiero la reposicion del servicio,Ninguna
Hola ayer pague mi internet y aun no puedo conectarme al servicio de internet wi fi,Ninguna
He estado todo el dia sin red solo cuando estoy con wifi,Ninguna
Problemas con datos moviles,Ninguna
necesito un ejecutiv,Ninguna
necesito hablar con un ejecutivo,Ninguna
Datos moviles,Ninguna
Hola mira pague la deuda y aun no llega el internet,Ninguna
Hola solicite para mañana asisten tecnica desde las 15 horas en adelante,Ninguna
Quiero saber como activar movistar play,Ninguna
Llevo mas de 2 minutos y aun no me atienden,Ninguna
como puedo saber con cuantos MB cuento en mi internet,Ninguna
Quisiera cortar el servicio de mi plan movil,Ninguna
Buenas tardes no puedo llamar desde mi celular al parecr se termino el saldo pero segun la pagina aun me quedan 32 minutos,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Buenas tardes tengo un problema tecnico hace dias y no he recibido ningin tipo de ayuda,Ninguna
Hoy cancele mi plan hogar en la mañana,Ninguna
Si un ejecutivo se puede contactar con migo,Ninguna
No tengo cable,Ninguna
No tengo cable nesesito su ayuda y no puedo llamar por mi telefono no funciona solo me funciona el internet,Ninguna
Se fue la señal de Internet y se prende una luz roja en el router,Ninguna
donde puedo ver mi plan triopack que tengo contratado con ustedes,Ninguna
Hola necesito saber como realizar un reclamo acerca del cobro de lo boleta de internet,Ninguna
o como puedo volver a contratar el plan y que me lo vayan a dejar a la oficina,Ninguna
Hola no puedo ingresar tengo la orden Pero la clave no funciona quisiera saber para cuando cuando estara listo por que estoynsin telefononpor favor gracias,Ninguna
Es mi equipo esta en servicio tecnico lo puede revisar por favor,Ninguna
Hola soy cliente y tengo Internet movil mi modem esta en malas condiciones y quisiera cambiarlo,Ninguna
hola puedo repactar una deuda en la pagina de movistar,Ninguna
repactar deuda,Ninguna
Hola necesito enviar un documento para dar de baja un servicio,Ninguna
olvide el usuario de mi cuenta Movistar play que puedo hacer,Ninguna
como cambio mi usuario en Movistar play,Ninguna
Movistar hogar igual,Ninguna
me pidieron os datos luego no me contestan mas hasta que la sesion expira,Ninguna
Quiero comprar un iphone,Ninguna
Hola por que no funcionan los datos moviles,Ninguna
sabes quiero dar de baja mi servicio,Ninguna
contratar,Ninguna
Como bloquear a alguien de mi router por consola,Ninguna
Hola Necesito saber como y en que lugar se pago el consumo del año actual del celular 56985150711 Gracias de antemano,Ninguna
Estoy retrasada con mi pago y necesito que me reactiven el plan y me den un plazo para pagar lo que debo,Ninguna
mi registro de atencion es 14022032,Ninguna
necesito modificar mi plan o darlo de baja la idea es bajar la cuenta,Ninguna
Mi celular 58763297 no tiene servicio hice un acuerdo de pago el 4 de noviembre,Ninguna
no puedo activar internet,Ninguna
Mi internet se queda pegado,Ninguna
Problema con mi conecion de interne en mi celular,Ninguna
Hola Necesito activar mi cuenta de Movistar Play Lite,Ninguna
estoy sin tv,Ninguna
Como actualizar domicilio y numero de identificacion en factura mensual,Ninguna
Hola quiero renovar equipo con el numero 42473071,Ninguna
Listado de equipos,Ninguna
No se v Chi Omi desbloquear el control parental,Ninguna
Hola Me gustaria saber si este numero es de esta compañia,Ninguna
Me llego la boleta con un consumo de 437 914 con un numero de telefono que no es mio,Ninguna
Olvide mi clave wifi,Ninguna
Hola nesecito una prorroga por favor,Ninguna
la sucursal virtual esta funcionando mal ahora vivo en padre hurtado 7600 hualpen tengo factibilidad tecnica,Ninguna
Disculpa queria saber la deuda total de mi servicio movil,Ninguna
Hola buen dia estoy tratando de dar de baja mi tri pack de hogar y llevo intentando mas de 1 mes de realizar la baja presentandome en 3 oportunidades en sucursal y no lo pueden hacerllis,Ninguna
necesito cambiar un deco,Ninguna
hola ayer dieron de baja mi numero,Ninguna
Tenia plan en movistar y me cambie de compañia puedo seguir pagando solo el equipo que me dieron en movistar,Ninguna
Me bloquearon mi equipo,Ninguna
Puedo pedir que desbloqueen mi equipo,Ninguna
Y si mi compañia es Movistar,Ninguna
Puede movistar liberar mi quipo,Ninguna
Hola tengo problemas con movistar play,Ninguna
Hola tengo un problema con mi celular No tengo conexion y no tengo deuda de faturas Mi telefono cel es el 989034057,Ninguna
Me puede dar algun numero de contacto para dar de baja un servicio,Ninguna
Hola tengo un problema con mi celular No tengo conexion y no tengo deuda de faturas Mi telefono cel es el 989034057,Ninguna
puede ver que pasa con mi numero porque no tengo red ni internet y no tengo deuda pendiente,Ninguna
Quiero pagar mi cuenta,Ninguna
Buenos dias necesito saber si mantengo alguna deuda pendiente con la compañia,Ninguna
quiaiera dar de baja,Ninguna
no tengo clave,Ninguna
Hola sabe que hace una semana tengo un problema con el deco,Ninguna
Dice lista de canales vacia y en el televisor de mi papa no se ven todos los canales que antes se veian,Ninguna
Compre un chip con plan y han pasado mas de 24 hrd,Ninguna
Aun no se activa,Ninguna
Necesito que me solucione el problema,Ninguna
quiero dar de baja el servicio,Ninguna
Reposicion de servicio hogar,Ninguna
Lo compre online,Ninguna
Mira compre un equipo hace unos dias para el black friday,Ninguna
hola necesito activar las compras en play store,Ninguna
play store,Ninguna
Necesito comunicarme area comercial y no puedo quize pagar y me sale una deuda de agosto y no corresponde y no tengo servicio ademas no tengo clave o contraseña para comunicarme,Ninguna
Quiero saber desde cuando tengo mi plan,Ninguna
Cuando contrate mi plan,Ninguna
He intentado de comunicar y no puedo se corta la llamada,Ninguna
Hola necesito modificar mi plan movil,Ninguna
Quisiera consultar por mis servicios,Ninguna
Me llego la boleta con cobro del cdf y no ha habido futbol,Ninguna
Necesito re agendar hora de instalacion de cable,Ninguna
solicitar traslado de linea por cambio de domicilio,Ninguna
Hola muy buenos dias Tengo mis cuentas vencidas de telefonia movil e internet inhalambrico y deseo solicitar prorroga,Ninguna
No me acuerdo de mi clave para entrar a la sucursal,Ninguna
hola me gustaria conocer el plan de mi telefono,Ninguna
quiero hacer un reclamo,Ninguna
la señal de 2G no funciona en Yumbel region del Bio Bio,Ninguna
Donde puedo ver mi boleta,Ninguna
Mi chip movistar esta activado,Ninguna
Cual es el numero para activar mi chip movistar,Ninguna
estatus de compra online de un celular,Ninguna
necesito tener informacion sobre un despacho por compra de movil,Ninguna
estado de compra,Ninguna
hola ya no existen los puntos movistar,Ninguna
puntos movistar,Ninguna
e sim para iphone,Ninguna
Hola quisiera saber el detalle de mi cuenta,Ninguna
para iphone 11,Ninguna
Hola quisiera saber como puedo repactar mi cuenta,Ninguna
Quisiera saber como puedo repactar mi cuenta,Ninguna
Me puedes traspasar a un asistente comercial,Ninguna
Mi deuda de cuanto es,Ninguna
Hola se me acabaron los minutos de mi plan y cargue 1000 y no puedo hacer llamadas por que sucede estos,Ninguna
Hola quiero repactar mi cuenta,Ninguna
quisiera saber si puedo acceder a renovar mi equipo con ustedes,Ninguna
Quiero saber donde repactar,Ninguna
Hola necesito cambiar el internet a otro domicilio actualmente lo tengo en calle Diaz Gana N° 900 depto 153 Edificio el Roble y la nbueva direccion sera Galleguillos Lorca 1631 Depto 303 mi R U,Ninguna
Quiero una prorroga para mi cuenta,Ninguna
Hola yo contrate un plan hace 1 mes de 6990 y me lo cortaron diciendo que tengo una deuda de 21170 atrasada desde mayo,Ninguna
necesito saber cuando me llegara el telefono que compre,Ninguna
Hola Mi consulta es acerca de las tarifas de recargas pre pago,Ninguna
Quisiera anular una portabilidad,Ninguna
horario de sucursal puerto montt,Ninguna
Si yo realice la portabilidad a otra compañia,Ninguna
Necesito cambiar el descodificador a uno HDMI,Ninguna
Tengo problemas en mi television el decodificador no se me ven los canales nacionales y el CDF HD tampoco funciona al igual que varios canales mas,Ninguna
Y que se demoraba 10 a 20 minutos,Ninguna
El dia 25 hice la contratacion del plan fibra hogar de 80mb y me validaron informacion,Ninguna
No tengo servicio,Ninguna
Queria colocar un reclamo ya que a principio de este mes el 7y 8,Ninguna
Hola necesito cambiar la tarjeta sim,Ninguna
Hola buenas tardes tengo problemas con mis canales en el decodificador algunos no se ven y otros tiene la imagen pegada,Ninguna
Solicitar cambio de sim card en pagina web,Ninguna
Como soluciono el problema de mi decodificador,Ninguna
Chip no activado,Ninguna
por telefono,Ninguna
CUANDO LLAMO ME PIDEN UN CARRIER,Ninguna
Tengo que subir la fotocopia de mi carnet mi firma donde lo hago,Ninguna
QUIERO SABER COMO LLAMO DESDE MI CELULAR A ECUADOR,Ninguna
No tengo servicio,Ninguna
quiero subir mis megas,Ninguna
Buenas tardes La verdas que necesito preguntar x un equipo que debia llegar a mi domicilio que pedi hace mas de una semana,Ninguna
Necesito saber en q esta el despacho de un equipo a mi domicilio,Ninguna
Buenas tarde quisiera cambiar mi chip con el mismo numero,Ninguna
Quisiera que me dieran una clave para hacer el tramite mi esposa porq yo no puedo,Ninguna
Porque no puede ver peliculas en movistar play,Ninguna
Dar de baja a mi linea internet,Ninguna
Buen dia Quisiera tener informacion sobre mi numero prepaf,Ninguna
No me funciona un Decodificador,Ninguna
No tengo conexion wifi,Ninguna
Necesito un numero para asistencia tecnica,Ninguna
Necesito un numero para asistencia tecnica,Ninguna
No tengo conexion wifi,Ninguna
Hola acabo de cancelar mi cuenta de internet hogar y la pagina no me arrojo el cpte de pago pero si tengo el descuento en mi cuenta de banco quiero confirmar que este pagada y tener el respado,Ninguna
pueden devolver la llamada a un movil,Ninguna
Hola quisiera saber la deuda de este numero movil 971371930,Ninguna
Tengo un adeuda de 121 000,Ninguna
Tengo mi aparato movil en el servicio tecnico y quiero saber el estado de el,Ninguna
No te go compañia movistar,Ninguna
Por la pagina no puedo pagar me registra una deuda anterior,Ninguna
quiero cerrar mi plan de Movistar Play,Ninguna
Hola quiero dar de baja el servicio,Ninguna
Quiero dar de baja el servicio pero no estoy registrado,Ninguna
Horario de atencion en las oficinas,Ninguna
Horario de atencion de sucursal,Ninguna
lo que pasa es que quiero hacer una repactacion y quiero ver cuanto es lo minimo para pagar para que me habiliten el celular,Ninguna
Necesito el comprobante del equipo Samsung A 30 que compre a traves del plan que tengo,Ninguna
Hola quiero eliminar un plan,Ninguna
Quisiera desactivar el Movistar play full y pasarme a Movistar ligh,Ninguna
Quiero saber cual es mi plan de hogar,Ninguna
problemas con la señal de wifi,Ninguna
Hola quiero dar de baja los planes,Ninguna
Lo que pasa es que yo tenia Internet hogar el cual di de baja y quede con una pequeña cuenta la cual movistar me llamo hace un par de semanas para darme un pago parcial con fecha para el dia martes 19,Ninguna
hola quisiera saber que debo hacer para contratar solo internet en mi hogar,Ninguna
Necesito reportar averia Movistar wifi,Ninguna
quisiera dar de baja mi contrato,Ninguna
no poseo contraseña de sucursal virtual,Ninguna
Mi esposa esta en la movistar principal para hacer un reclamo por mi por que estoy en el trabajo,Ninguna
Hola necesito saber cuantas cuotas quedan de mi equipo para renovacion,Ninguna
como puedo bloquear mi numero,Ninguna
tengo un deuda y quiero pagarla,Ninguna
como desactivar asistencia gold sos,Ninguna
quiero dejar mi plan actual,Ninguna
quiero dejar mi plan,Ninguna
me quiero retitar del plan mi duda es cuando debo cancelar por el euipo que contrate,Ninguna
No tengo internet,Ninguna
puedo pedir un traslado,Ninguna
hola necesito bloquear un telefono que me robaron y en toda la mañana no me ha respondido el 800760909,Ninguna
Pagie con Reca un saldo despues de cambiarme de empresa y ahora tengo un cobro de 3 mil pesos por lo cual me llaman y envian correos en forma insistente,Ninguna
quisiera saber como puedo cambiar un chip antiguo a un chip de los nuevos,Ninguna
no tengo clave para avanzar en lo que me propones,Ninguna
Necesito renunciar,Ninguna
No tengo señal en la rv,Ninguna
Cual es el numero,Ninguna
como cancelo el servicio,Ninguna
Necesito saber el estado de cuenta de internet a nombre de Cristian Mieres,Ninguna
Necesito un numero de telefono,Ninguna
Necesito un numero de telefono para dar de baja un servicio,Ninguna
tengo internet fija,Ninguna
mi internet hogar se corto y la boleta aun no vence,Ninguna
necesito saber porque no tengo internet fijo asociado al numero 23299140,Ninguna
a movistar,Ninguna
Contrate un plan pero por la contingencia no he podido retirar el chip donde lo solicite,Ninguna
Contrate un plan pero por la contingencia no he podido retirar el chip donde lo solicite,Ninguna
Hola nuevamente no se ven los canales nacionales,Ninguna
Hola compre 2 telefonos hace dos dias y aun no me llegan,Ninguna
compre dos telefonos en la pagina de Movistar y aun no me llegan quisiera saber cuando me llegaran,Ninguna
tengo problemas con los canales nacionales en mi linea hogar,Ninguna
No puedo ver los canales nacionales,Ninguna
Hola la tv se quedo pegada apague y encendi el deco y no funciona,Ninguna
consulta sobre cambio de numero,Ninguna
Quiero saber cuando me activaran el plan que contrate por telefono,Ninguna
numero asistencia tecnica,Ninguna
numero asistencia tecnica,Ninguna
Hola es que necesito ver las ultimas llamadas de mi aparato celular,Ninguna
asistencia tecnica,Ninguna
hola buenas tardes deseo comprar un equipo el SMARTPHONE Y72019 32GB QUE COSTO TIENE,Ninguna
Hola buenas tardes tengo problemas con el servicio de television,Ninguna
mi internet no funciona,Ninguna
Que no tengo internet de ayer,Ninguna
necesito ayuda,Ninguna
Mi deco dice sin señal 0006,Ninguna
Necesito renovar mi equipo,Ninguna
Cuanto tiempo tengo con mi equipo actual,Ninguna
Problemas con los canales,Ninguna
Problemas tecnicos,Ninguna
Cual es mi clave,Ninguna
Hola Desde ayer que no tengo internet en mi casa y la cuenta esta pagada,Ninguna
Necesito numero de reclamo,Ninguna
Tengo problemas señal,Ninguna
Problemas se señal,Ninguna
Que pocos profesionales pero para cobrar y hacer cobros de mas en la boleta son buenos y practicos la linea que tiene para llame no sirve para nada lo unico que les interesa es hacer mas ventas,Ninguna
me llego la boleta y me estan cobrando un monto de 1 500 por reposicion,Ninguna
He tenido el servicio cortado por mas de 24 horas,Ninguna
Hoa Buenas tardes el asunto es que llevo mas de 1 hora sin ver los canales nacionales aparece canal no disponible,Ninguna
Tengo plan basico de Movistar con tv cable,Ninguna
Por que me cancelaron las llamadas,Ninguna
necesito saber numero de orden,Ninguna
Necesito saber el local mas cercano,Ninguna
Los canales nacionales no funcionan,Ninguna
Hola tengo problemas con mi internet hogar,Ninguna
Telefono para llamar,Ninguna
Queria saber si puedo pagar una boleta con el saldo,Ninguna
Hola tengo problemas con el Internet hogar de mi domicilio,Ninguna
Necesito verificar que sucede con el servicio Hogar en mi domicilio,Ninguna
no tengo solucion con mi problema,Ninguna
Canales que no se ven,Ninguna
Consulta por servicio Hogar,Ninguna
Buenas tardes soy titular de la cuenta Movistar,Ninguna
Por problemas de canal Los canales nacionales aparece canal no disponible,Ninguna
Hola me puedes ayudar he estado treinta minutos esperando que me solucionen mi problema,Ninguna
tengo problemas con el cable para ver television donde llamo,Ninguna
activar mi chip con plan,Ninguna
Y hace un mes pague la deuda total,Ninguna
necesito saber porque la linea 225053293 esta con tono ocupado,Ninguna
telefono 32 244 9502,Ninguna
Tengo un decodificador malo,Ninguna
cancelar renovacion,Ninguna
Equipos costo costo cero por renovacion,Ninguna
Hola quisiera saber cuanto es lo q estoy debiendo de mi equipo quiero cambiarlo,Ninguna
Que telefono me ofrecen para removar,Ninguna
Tengo problemas con mi ultima boleta,Ninguna
Hola tengo un peoblema en el modem no me prende la luz de internet,Ninguna
necesito recuperar mi chip,Ninguna
Ya cancele mi cuenta vencida y no me han reanudados los servicios,Ninguna
Hola buenas no tengo internet en mi hogar desde las 12 de la mañana,Ninguna
quisiera descontratar servicio de internet hogar wifi fibra optica,Ninguna
cuando se podra solicitar Fibra optica hogar en Tierra del Fuego,Ninguna
Hola buenas tardes solicito ayuda para dar de baja telefono fijo 222268217 el cual pertenece a mi madre Sara Gonzalez quien lleva como 3 meses intentando dar de baja llamando a 6006003000 segun,Ninguna
He llamado 5 veces al numero 105 por atencion tecnica reclamo y se corta el llamado necesito que me ayuden mi sercicio de internet esta pesimo hace dias y nadie me ayuda,Ninguna
Necesito que me llamen para saldar una deuda,Ninguna
no tengo internet en mi casa,Ninguna
Efectue ayer la inscripcion administrativa de mi cel nuevo comprado en USA y estoy sin señal,Ninguna
Hola solo ayuda con el servicio movil o tb hogar,Ninguna
Hola actualmente tengo chip prepago en claro y quiero portarme prepago a movistar,Ninguna
Quiero saber como portarme a prepago sin PLAN,Ninguna
necesito informacion del despacho de uns compra realizada por internet,Ninguna
necesito un numero para comunicarme,Ninguna
Necesito servicio tecnico mi WiFi no funciona,Ninguna
Mi WiFi esta desconectado,Ninguna
En mi boleta actual no viene aplicado un descuento que me ofrecieron,Ninguna
En mi boleta actual no viene aplicado un descuento que me ofrecieron,Ninguna
En mi boleta actual no viene aplicado un descuento que me ofrecieron,Ninguna
En mi boleta actual no viene aplicado un descuento que me ofrecieron,Ninguna
NECESITO dar de baja mi plan,Ninguna
Descuento no aplicado en mi facturacion,Ninguna
Descuento no aplicado en mi facturacion,Ninguna
Mi celular no reconoce la sim,Ninguna
Hola e conseguido un chip movistar y deseo utilizarlo en un modem,Ninguna
Que mi chip movistar dice solo llamada de emergencia,Ninguna
Tengo un problema con su servicio de hogar y quisiera saber que solucion podrian darme,Ninguna
no veo avance en el despacho,Ninguna
Hola buenas tardes he estado todo el dia sin señal de television quiero saber si tienen algun problema,Ninguna
Hola buenas tardes he estado todo el dia sin señal de television quiero saber si tienen algun problema,Ninguna
hola compre un equipo liberado en santiago,Ninguna
necesito saber el plazo de entrega de un celular que compre en la pagina,Ninguna
puta son atentos para el pago antes de 10 dias estan avisando sobre la cuenta,Ninguna
Es que este numero me llego un buzon de voz me puedes ayudar,Ninguna
quiero ver el consumo,Ninguna
quiero sabes cuantos gigas me quedan de mi internet hoga,Ninguna
no me se mi clave de internet,Ninguna
Desconexion internet hogar,Ninguna
Necesito saber deuda del rut 98398066,Ninguna
Deuda del rut 9839806 6 movil,Ninguna
Hola pague la cuenta y aun no me devuelven el servicio,Ninguna
Cuando llegara internet fibra optica a mi zona,Ninguna
Compre una bolsa roaming,Ninguna
Sabe cancele mi cuenta,Ninguna
Lo que pasa es que no me llega nada ala casa ni señal ni telefono,Ninguna
hola no puedo activar movistar play,Ninguna
hola necesito saber mi numero de celular,Ninguna
Hola quiero dar de baja el wifi de mi hogar tenemos un plan de Internet mas cable solo quiero dejar el servicio de cable,Ninguna
Mi control remoto no es el mismo del video,Ninguna
Compre un celular el lunes,Ninguna
Mi deco se pego,Ninguna
Hola Necesito ayuda con mi internet movil,Ninguna
Mire me llamaron el lu es ofreciendome una rebaja de mi deuda si pagaba hasta hoy mi cuenta atrasada pague lo que me ofresieron pero no me han dado servicio sigue coryado,Ninguna
Quiero que reponhan mi servicio,Ninguna
Internet hogar,Ninguna
no tengo internet en mi movil,Ninguna
Internet hogar,Ninguna
Quiero internet,Ninguna
Hola tengo prepago y no me conecta el cel al 4g,Ninguna
Mi telefono esta sin servicio,Ninguna
quiero hacer una consulta Tengo plan wifi movil 4G,Ninguna
Mi telefono esta sin servicio,Ninguna
